idna_subject,checker_type,destination,tested_at
[adblock,AVAILABILITY,origin.list,2021-07-03 21:53:21.980890
plus,AVAILABILITY,origin.list,2021-07-03 21:53:26.083663
1.1],AVAILABILITY,origin.list,2021-07-03 21:53:29.350842
!,AVAILABILITY,origin.list,2021-07-03 21:53:32.613359
version:,AVAILABILITY,origin.list,2021-07-03 21:53:35.879417
202101161326,AVAILABILITY,origin.list,2021-07-03 21:53:39.965122
title:,AVAILABILITY,origin.list,2021-07-03 21:53:43.229490
easyprivacy,AVAILABILITY,origin.list,2021-07-03 21:53:47.326403
last,AVAILABILITY,origin.list,2021-07-03 21:53:51.483019
modified:,AVAILABILITY,origin.list,2021-07-03 21:53:54.745440
16,AVAILABILITY,origin.list,2021-07-03 21:53:58.827769
jan,AVAILABILITY,origin.list,2021-07-03 21:54:02.986590
2021,AVAILABILITY,origin.list,2021-07-03 21:54:07.064790
13:26,AVAILABILITY,origin.list,2021-07-03 21:54:10.333133
utc,AVAILABILITY,origin.list,2021-07-03 21:54:14.491819
expires:,AVAILABILITY,origin.list,2021-07-03 21:54:17.751634
4,AVAILABILITY,origin.list,2021-07-03 21:54:21.835179
days,AVAILABILITY,origin.list,2021-07-03 21:54:25.987097
(update,AVAILABILITY,origin.list,2021-07-03 21:54:29.248710
frequency),AVAILABILITY,origin.list,2021-07-03 21:54:32.516893
homepage:,AVAILABILITY,origin.list,2021-07-03 21:54:35.782800
licence:,AVAILABILITY,origin.list,2021-07-03 21:54:42.777144
please,AVAILABILITY,origin.list,2021-07-03 21:54:50.643655
report,AVAILABILITY,origin.list,2021-07-03 21:54:54.749824
any,AVAILABILITY,origin.list,2021-07-03 21:54:58.973296
unblocked,AVAILABILITY,origin.list,2021-07-03 21:55:03.191599
tracking,AVAILABILITY,origin.list,2021-07-03 21:55:07.350128
or,AVAILABILITY,origin.list,2021-07-03 21:55:11.503635
problems,AVAILABILITY,origin.list,2021-07-03 21:55:15.595513
in,AVAILABILITY,origin.list,2021-07-03 21:55:19.815697
the,AVAILABILITY,origin.list,2021-07-03 21:55:23.903080
forums,AVAILABILITY,origin.list,2021-07-03 21:55:27.995860
://(https://forums.lanik.us/),AVAILABILITY,origin.list,2021-07-03 21:55:31.261796
via,AVAILABILITY,origin.list,2021-07-03 21:55:35.415141
e-mail,AVAILABILITY,origin.list,2021-07-03 21:55:38.687106
(easylist@protonmail.com).,AVAILABILITY,origin.list,2021-07-03 21:55:41.951180
-----------------general,AVAILABILITY,origin.list,2021-07-03 21:55:45.216199
systems-----------------!,AVAILABILITY,origin.list,2021-07-03 21:55:48.478433
***,AVAILABILITY,origin.list,2021-07-03 21:55:51.741777
easylist:easyprivacy/easyprivacy_general.txt,AVAILABILITY,origin.list,2021-07-03 21:55:55.007913
&action=js_stats&,AVAILABILITY,origin.list,2021-07-03 21:55:58.273678
&action=js_stats_,AVAILABILITY,origin.list,2021-07-03 21:56:01.538510
&callback=hitstats_,AVAILABILITY,origin.list,2021-07-03 21:56:04.803410
&ctxid=*&pubid=*&clientdt=,AVAILABILITY,origin.list,2021-07-03 21:56:08.068037
&ctxid=*&pubid=*&objid=,AVAILABILITY,origin.list,2021-07-03 22:06:45.096373
&event=view&,AVAILABILITY,origin.list,2021-07-03 22:06:48.362645
&eventtype=impression&,AVAILABILITY,origin.list,2021-07-03 22:06:51.624967
&funnel_state=,AVAILABILITY,origin.list,2021-07-03 22:06:54.886017
"&http_referer=$script,xmlhttprequest,domain=~facebook.com",AVAILABILITY,origin.list,2021-07-03 22:06:58.153487
&idsite=*&send_image=$image,AVAILABILITY,origin.list,2021-07-03 22:07:01.416661
&pagereferrer=,AVAILABILITY,origin.list,2021-07-03 22:07:04.678709
&ref=*&tag=,AVAILABILITY,origin.list,2021-07-03 22:07:07.943855
&refer=http$script,AVAILABILITY,origin.list,2021-07-03 22:07:11.209102
&refererpagedetail=,AVAILABILITY,origin.list,2021-07-03 22:07:14.472040
&trackingserver=,AVAILABILITY,origin.list,2021-07-03 22:07:17.738779
&visitor=*&referrer=,AVAILABILITY,origin.list,2021-07-03 22:07:21.002103
&visitoruuid=,AVAILABILITY,origin.list,2021-07-03 22:07:24.262957
-action/fingerprint?,AVAILABILITY,origin.list,2021-07-03 22:07:27.525606
-action/ping?,AVAILABILITY,origin.list,2021-07-03 22:07:30.787983
-ad-targeting?,AVAILABILITY,origin.list,2021-07-03 22:07:34.053830
-adobe-analytics.,AVAILABILITY,origin.list,2021-07-03 22:07:37.316956
-ads-tracking-,AVAILABILITY,origin.list,2021-07-03 22:07:40.579645
-adtracking.,AVAILABILITY,origin.list,2021-07-03 22:07:43.842944
-amp-error-reporting.,AVAILABILITY,origin.list,2021-07-03 22:07:47.105641
-analitycs//fab.,AVAILABILITY,origin.list,2021-07-03 22:07:50.368276
-analitycs//ga.,AVAILABILITY,origin.list,2021-07-03 22:07:53.633434
-analitycs//metrica.,AVAILABILITY,origin.list,2021-07-03 22:07:56.896826
-analitycs/fab.,AVAILABILITY,origin.list,2021-07-03 22:08:00.159679
-analitycs/ga.,AVAILABILITY,origin.list,2021-07-03 22:08:03.422984
-analitycs/metrica.,AVAILABILITY,origin.list,2021-07-03 22:08:06.685241
-analytics-events.,AVAILABILITY,origin.list,2021-07-03 22:08:09.951009
-analytics-state?,AVAILABILITY,origin.list,2021-07-03 22:08:13.213873
-analytics-tagserver-,AVAILABILITY,origin.list,2021-07-03 22:08:16.476626
-analytics-wi.,AVAILABILITY,origin.list,2021-07-03 22:08:19.739449
-analytics/analytics.,AVAILABILITY,origin.list,2021-07-03 22:08:23.002404
-analytics/insight.,AVAILABILITY,origin.list,2021-07-03 22:08:26.267924
-appanalytics-,AVAILABILITY,origin.list,2021-07-03 22:08:29.530876
-asset-tag.,AVAILABILITY,origin.list,2021-07-03 22:08:32.793763
-audience-science-pixel/,AVAILABILITY,origin.list,2021-07-03 22:08:36.059904
-baynote.,AVAILABILITY,origin.list,2021-07-03 22:08:39.321160
-bluekai.,AVAILABILITY,origin.list,2021-07-03 22:08:42.586929
-boomerang_,AVAILABILITY,origin.list,2021-07-03 22:08:45.849955
-click-tracker.,AVAILABILITY,origin.list,2021-07-03 22:08:49.112966
-clicktale.,AVAILABILITY,origin.list,2021-07-03 22:08:52.375901
-comscore.,AVAILABILITY,origin.list,2021-07-03 22:08:55.639252
-conversion-tracking-,AVAILABILITY,origin.list,2021-07-03 22:08:58.903299
-criteo.,AVAILABILITY,origin.list,2021-07-03 22:09:02.166271
-datacollection.,AVAILABILITY,origin.list,2021-07-03 22:09:05.429510
-dspcookiematching.,AVAILABILITY,origin.list,2021-07-03 22:09:08.692675
-dtaectolog-,AVAILABILITY,origin.list,2021-07-03 22:09:11.955400
-event-tracking.,AVAILABILITY,origin.list,2021-07-03 22:09:15.219137
-fb-pixel-,AVAILABILITY,origin.list,2021-07-03 22:09:18.482212
-ga-track.,AVAILABILITY,origin.list,2021-07-03 22:09:21.744589
-ga-tracker.,AVAILABILITY,origin.list,2021-07-03 22:09:25.007754
-ga-tracking/,AVAILABILITY,origin.list,2021-07-03 22:09:28.272352
-gatracker.,AVAILABILITY,origin.list,2021-07-03 22:09:31.536403
-geoip.js,AVAILABILITY,origin.list,2021-07-03 22:09:34.800230
-google-analytics-$domain=~wordpress.org,AVAILABILITY,origin.list,2021-07-03 22:09:38.063707
-google-analytics.,AVAILABILITY,origin.list,2021-07-03 22:09:41.331526
-google-analytics/$domain=~wordpress.org,AVAILABILITY,origin.list,2021-07-03 22:09:44.597246
